title,description,company,created_date
Adobe Practice Head,"Department – Consulting Position/ Job Title – Adobe Practice Head Total work experience required -10+Yrs Work Location - Navi Mumbai Number of Opening(s) - 1 Job Description Set-up and drive Adobe Marketing Solution Practice Ensure thought leadership. Build the strong competency by defining strategy, process and offerings Build capacity through attracting and maintaining the talent Help in presales, build tech proposals, respond to RFPs and make effective presentation to customer Architect the solutions for best consumer experience Be on the top of latest product offerings, latest technology trends to ensure unique offerings Work with sales, other BUs and stake holders to grow the business Manage the relationship with Adobe Skills required - Should have end-to-end Adobe AEM implementation experience ,Strong ability of architecting the solutions, Excellent written and oral communication skills,Team management skills, Consulting services sales / pre-sales",Proptiger,2 months ago
 Adobe Practice Head,"Department – Consulting Position/ Job Title – Adobe Practice Head Total work experience required -More than 2 years Work Location - Navi Mumbai Number of Opening(s) - 1 Job Description Adobe Analytics/Google Analytics Implementation and Setup for the Clients Managing Day to day tracking implementation through GTM/ DTM. Daily, Weekly, Monthly Analytics Reporting to the clients Client Interaction and Troubleshooting of their queries Liaising with Internal stakeholders to solve any issue related to campaign tracking Skills required - In-depth Google Analytics Platform Understanding ,Practical Experience with GTM / DTM Implementation is a must, Google AdWords Experience Preferred, Good Communicator and Problem Solver, Passionate about Data and ability to build insightful reports,Basic Knowledge of R, Python, SAS is an advantage,Tableau, Google Data Studio understanding,Basic Understanding of JavaScript, HTML, CSS",VIVO Healthcare,1 week ago
Senior Account Manager & Managers/Sr. Executives,"Department – Business Insights & Solutions Position/ Job Title – Senior Account Manager & Managers/Sr. Executives Total work experience required -3-4 years Work Location - Navi Mumbai Number of Opening(s) - 5 Job Description Building strategic presentations for existing and new clients based on insights from research papers & consumer behavior. Maintain Repository of reports and research papers. Co-ordinating with aligned teams for platform inputs - visualizers/creative & design team, Social media team, CS team, SEM, Programmatic & SEO Team. Build case studies of successful campaigns. Participate in Digital Awards and get awards, accolades for the agency. Build marketing collaterals for events/stakeholders. Skills required - Someone who thinks like a brand and for the brand ,Storytelling, Excellent in presentation skills, Ability to work with all levels within the team and across the hierarchy, Excellent organizational and communication skills, Agile, quick thinker, sincere and honest",Droom,2 week ago
Full Stack Developer (2),"Responsibilities: • Work collaboratively with product managers to translate requirements into reusable fast web modules. • Partner and work closely with Backend developer for seamless API integration . • Build usable product by evaluating through the eyes of the customer; builds strong customer engagement and creates processes with customer viewpoints. • Develop well-written front-end code for new product features as well as maintain code and fix defects within the existing code base. • Apply best-practices and coding patterns to ensure your solutions are maintainable, modular of high code-quality and work well across browsers and devices. Apply if you have… • Graduation/Post Graduation degree in Computer Science/ Mathematics (IITs, IIITs and NITs preferred) • 1-5 years of strong experience and 100% hands on with Core and Object Orient Javascript. • Good knowledge of NodeJs fundamentals and architecture. • Hands on with HTML and CSS • Experience with ReactJs, Redux, React Router • Experience with build tools like grunt/gulp/webpack • Linting, Compiling, Minifying, etc. • Performance Optimization for CSS, JS, images, asset caching • Experience with best practices for JS development using jslint, testing frameworks etc. • Hands on with version control system preferably Git. • Experience with package managers like npm or yarn   Good to have: • Experience with Cloud based development (AWS) • Experience with micro services architecture • Experience with DockersApply Now",Milaap.org,2 days ago
Ruby on Rails Back-End Engineer (10),"What does this role hold for you…?? 1.Coding • Writing efficient and scalable solution for all product problems • Build abstractions and contracts with separation of concerns for a larger scope • Develop robust and scalable web-based applications 2. Technical Design • Do high level design with guidance, Functional modelling, break-down of a module • Thinking platforms & reuse 3. Architecture • Do incremental changes to architecture if required and impact analysis of the same. • Do performance improvements in large scale service oriented architecture. 4. Company Development • Inspire other minds in team and foster team spirit Good to Have: Worked in startup environment with high levels of ownership and full dedication. Experience with search techniques and solid foundation in search engines (Solr, Elastic search or others) Experience in NoSQL datastores like Redis, MongoDB, Couchdb etc with understanding of underlying sharing and scaling techniques. Experience in building highly scalable business applications, which involve implementing large complex business flows and dealing with huge amount of data. Experience with Cloud based development (AWS), micro services architecture, Dockers etc Apply if you have… Graduation/Post Graduation degree in Computer Science/ Mathematics (IITs, IIITs and NITs preferred) Expert programming experience in any one general programming language (strong OO skills preferred). Experience in at least one general programming language (Ruby, Elixir) Hands on experience in writing APIs using frameworks like Rails with good understanding of MVC architecture. Solid experience with REST and API design Sound knowledge of one RDBMS system. Understanding of transactions, query optimization techniques, indexes etc are required. A solid foundation in computer science, with sound knowledge of data structures, algorithms, and software design. Have an enthusiasm for solving complex and interesting problems. Experience range should be 1-5 years.  Apply Now",Arth DesignBuild,1 months ago
Account Manager - Developer Sales (2),"What does this role hold for you…?? Doing regular On-boarding of new clients and servicing of existing clients for increased business. Responsible for the entire process of lead management, sales and business development. Data management to ensure 100% coverage in assigned territory and tracking other key parameter. Ensure timely collection of all revenue from clients Ensure end to end client relationship management and servicing Provide the market intelligence, data analytics and insights for the marketing team to launch the right promotional and customer communication initiatives. Will be responsible for achieving sales and revenue targets in the designated areas. Mapping of new projects and new builders in designated territories, acquisition of new projects and new builders to ensure coverage across designated territory. Apply if you have… A graduation degree and have worked in a E commerce or BFSI business with 1-5 yrs of experience in B2B sales. Confidence and are an authoritative speaker. Strong presentation skills. Ability to communicate with people at all levels. Innovative thought process & are aggressive. Apply Now",SoftTech Engineers,2 hours ago
Account Manager - Broker Sales (3),"What does this role hold for you…?? Regular On-boarding of new clients and servicing of existing clients for increased business. Responsible for the entire process of lead management, sales and business development. Data management to ensure 100% coverage in assigned territory and tracking other key parameter. Ensure timely collection of all revenue from clients Ensure end to end client relationship management and servicing Provide the market intelligence, data analytics and insights for the marketing team to launch the right promotional and customer communication initiatives. Will be responsible for achieving sales and revenue targets in the designated areas. Mapping of new projects and new builders in designated territories, acquisition of new projects and new builders to ensure coverage across designated territory Apply if you have… Post-graduate with 2 to 3 years of experience in sales. Have worked in a real estate business. Aggressive & Innovative thought process Strong negotiation skills Strong presentation skills Confident & authoritative speaker Passion for Selling Ability to communicate with people at all levels Self-motivator Result Oriented Apply Now",Bluestone,2 months ago
Account Manager - Broker Sales (4),"What does this role hold for you…?? Regular On-boarding of new clients and servicing of existing clients for increased business. Responsible for the entire process of lead management, sales and business development. Data management to ensure 100% coverage in assigned territory and tracking other key parameter. Ensure timely collection of all revenue from clients. Ensure end to end client relationship management and servicing. Provide the market intelligence, data analytics and insights for the marketing team to launch the right promotional and customer communication initiatives. Will be responsible for achieving sales and revenue targets in the designated areas. Mapping of new projects and new builders in designated territories, acquisition of new projects and new builders to ensure coverage across designated territory. Apply if you have…   Post-graduate degree with 2 to 3 years of experience in sales. Worked in a real estate business. Innovative thought process & assertiveness for closing deals. Strong negotiation & presentation skills. Confidence & are an eloquent speaker. Passion for Selling & ability to communicate with people at all levels. Self-motivation & result orientation to achieve targets. Apply Now",Patel Integrated Logistics,2 months ago
Account Manager - Broker Sales (3),"What does this role hold for you…?? Regular On-boarding of new clients and servicing of existing clients for increased business. Responsible for the entire process of lead management, sales and business development. Data management to ensure 100% coverage in assigned territory and tracking other key parameter. Ensure timely collection of all revenue from clients. Ensure end to end client relationship management and servicing. Provide the market intelligence, data analytics and insights for the marketing team to launch the right promotional and customer communication initiatives. Will be responsible for achieving sales and revenue targets in the designated areas. Mapping of new projects and new builders in designated territories, acquisition of new projects and new builders to ensure coverage across designated territory. Apply if you have… A graduation/ post-graduation degree. 1 to 5 years of experience in sales. Innovative thought process & are assertive in closing deals. Strong negotiation & presentation skills. Confidence & are an eloquent speaker. Passion for Selling & ability to communicate with people at all levels. A self-motivating mindset & orientation towards achievement of results. Apply Now",Droom,1 week ago
Senior Account Manager - Developer Sales (4),"What does this role hold for you…?? Driving scale and growth through proper sales planning and precise execution. Data management to ensure 100% coverage in assigned territory and track other key parameters. Managing the Client acquisition campaigns and generate leads to build a flagship brand for Property Services in the respective region. Responsibility for service delivery to ensure client retention. Providing the market intelligence, data analytics and insights for the marketing team to launch the right promotional and customer communication initiatives. Responsibility for mapping of new projects and builders in designated territories & acquisition of new projects and builders to ensure coverage across designated territory. Ensuring efficient relationship Management with existing clients to ensure 100% coverage of new projects launched by them. Apply if you have… A graduation degree with 3 to 5 years of experience in an E- commerce or BFSI business with B2B/Channel sales responsibility.  Good presentation skills. Passion for selling and persistent ability to communicate with people at all levels. Confidence & are an aggressive speaker. Innovative thought process & are aggressive. Ability to communicate with people at all levels. Apply Now",BlackBuck,1 week ago
Account Manager - Broker Sales (2),"What does this role hold for you…?? Regular On-boarding of new clients and servicing of existing clients for increased business. Data management to ensure 100% coverage in assigned territory and tracking other key parameter. Ensure timely collection of all revenue from clients. Ensure end to end client relationship management and servicing. Provide the market intelligence, data analytics and insights for the marketing team to launch the right promotional and customer communication initiatives. Will be responsible for achieving sales and revenue targets in the designated areas. Mapping of new projects and new builders in designated territories, acquisition of new projects and new builders to ensure coverage across designated territory. ​Apply if you have… A post-graduate Degree with 2 to 3 years of experience in sales. Worked in a real estate business. Innovative thought process and assertiveness in closing deals. Strong negotiation skills. Strong presentation skills. Confidence & are an authoritative speaker. Passion for Selling. The ability to communicate with people at all levels. A result oriented approch & are self motivated. Apply Now",Droom,2 hours ago
Relationship Manager / Senior Relationship Manager - Primary Sales (5),"What does this role hold for you…?? Converting prospects into customers by show-casing appropriate primary residential properties to the prospects, which matching the investment need of the prospects. Using leads generated by Marketing Team for the above as well as generating self-leads to convert them into customers, through local activities (procuring relevant databases, doing on-ground activities in corporates, clubs etc). Taking prospects for site visits in residential projects, answering all relevant queries in the process, liaising with Developer or with PropTiger’s Developer Relations Team for any clarification required for that. To be compliant with operations process. Ensuring that prospects and customers are satisfied with their interaction with PropTiger at all touch-points. Providing after sales services and assist in Home Loans for the customers. Apply if you have… A graduation/ MBA degree. Positive attitude for doing 2-3 meetings each day, for meeting new people and someone who enjoys doing sales. Experience in direct sales. Good communication skills. Ability to understand requirements of prospects and decent aptitude to understand and pitch property solutions to prospects. High levels of passion and ownership. Apply Now",Sankalp,2 hours ago
Account Manager / Senior Account Manager - Broker Acquisition (5),"What does this role hold for you…?? Responsibility for the entire process of lead management, sales and business development for the region. Data management to ensure 100% coverage in assigned territory and tracking other key parameters. Client acquisition campaigns and lead generation to build as a flagship brand for Property Services in the respective region. Responsibility of service delivery ensuring client retention and reference. Providing the market intelligence, data analytics and insights for the marketing team to launch the right promotional and customer communication initiatives. Responsibility for achieving targets in the designated areas. Developing and maintaining of database regular reporting &follow-ups. B2B Frontline Sales Role. Mapping new projects and new builders in designated territories, acquisition of new projects and new builders to ensure coverage across designated territory. Achieving revenue and coverage targets. Apply if you have… A graduation degree with 3 to 5 years of experience in B2B/Channel sales responsibility.  Worked in a real estate, e commerce, online business. Strong presentation skills.  Passion for selling Personal ambition resilience and persistence ability to communicate with people at all levels. Apply Now",Droom,2 days ago
Senior Relationship Manager - MPD (2),"Primarily, you would serve as a relationship manager to 50 top agents in the city by working closely with them to improve their overall business performance as an agent, thereby increasing their revenue contribution to makaan.com • Generating revenue from the agents assigned to you as primary performance metric. • Working closely with the agents, to improve their seller score on makaaan.com, training on best practices, improve the use of technology. • Identifying top agents in the city and onboard them onto makaan.com. • Identifying gaps in agent’s knowledge and behavior that are preventing them from doing property transactions. • Running programs that will help agents overcome these gaps and maximize transactions and revenue by training & workshops..   Apply if you have…  • Graduation/Post Graduation in any discipline • Total experience of around 4-6 years with minimum 3-4 years’ experience in direct selling • Real estate sales background in either primary or secondary sales • Performed regular client meetings & site visits • Effectively closed client transactions directly i.e. a successful selling career • In-depth knowledge about real estate environment in the city, property buying & renting cycle • Awareness of government policies and bylaws, processes & transaction procedures • Awareness about new projects coming up in the city and prevailing prices in various localities of the city • Analytics driven skills and ability to understand and act according to the key parameters such as conversion rate, leads to meetings, meetings to site visits ratio • Experience of selling various kinds of properties including residential projects, villas, plots • Polished, Well-Groomed, pleasing personality • Excellent communication and selling skills • Your own conveyance. Apply Now",Money On Mobile,1 months ago
Account Manager / Senior Account Manager (5),"What does this role hold for you…?? Doing regular On-boarding of new clients and servicing of existing clients for increased business. Responsible for the entire process of lead management, sales and business development. Data management to ensure 100% coverage in assigned territory and tracking other key parameter. Ensure timely collection of all revenue from clients Ensure end to end client relationship management and servicing Provide the market intelligence, data analytics and insights for the marketing team to launch the right promotional and customer communication initiatives. Will be responsible for achieving sales and revenue targets in the designated areas. Mapping of new Broker in designated territories, acquisition of new broker to ensure coverage across designated territory. Apply if you have… Done your graduation and have worked in a real estate business with 1-3  yrs of experience in B2B sales. Confident and authoritative speaker. Strong presentation skills. Confidence in your own abilities. High degree of self-motivation, passion for selling &personal ambition. Ability to communicate with people at all levels. Apply Now",Droom,2 hours ago
Relationship Manager/ Senior Relationship Manager (1),"What does this role hold for you…?? Primarily, you would serve as a relationship manager to 50 top agents in the city by working closely with them to improve their overall business performance as an agent, thereby increasing their revenue contribution to makaan.com. Generating revenue from the agents assigned to you as primary performance metric. Working closely with the agents, to improve their seller score on makaaan.com, training on best practices, improve the use of technology. Identify top agents in the city and onboard them onto makaan.com. Identify gaps in agent’s knowledge and behavior that are preventing them from doing property transactions. Running programs that will help agents overcome these gaps and maximize transactions and revenue by training & workshops. Apply if you have… A graduation/ post graduation in any discipline. A total experience of around 3-6 years with minimum 2 years’ experience in direct selling. Real estate sales background in either primary or secondary sales. Performed regular client meetings & site visits. Effectively closed client transactions directly i.e. a successful selling career. In-depth knowledge about real estate environment in the city, property buying & renting cycle. Awareness of government policies and bylaws, processes & transaction procedures. Apply Now",Housing.com,2 week ago
Relationship Manager / Senior Relationship Manager (2),"What does this role hold for you…?? Primarily, you would serve as a relationship manager to retain / acquire key brokers in the specified region to achieve revenue targets and ensure timely collection of the same. Would need to maintain cordial rapport with brokers. Consistent interaction to ensure a committed and transparent association. Working closely with brokers to improve their number of listings, training on best practices and making them familiar and use new technology devised by Makaan. Drive scale and growth through proper sales planning and precise execution. Data management to ensure 100% coverage in assigned territory and tracking other key parameters. To maintain related MIS of the follow ups and other key metrics. Comply with Sales process and mechanism of the company to ensure Business Integrity. Drive aggressive push by ensuring high client acquisition rates consistently, servicing them well by ensuring high usage rates, hence giving a higher ROI for client investment. Apply if you have… Graduation/Post Graduation in any discipline. Experience of around 4-6 years with minimum 3-4 years’ experience in direct selling. Worked in a real estate, e commerce, online business. Conducted regular client meetings & site visits. Effectively closed client transactions directly i.e. a successful selling career. In-depth knowledge about real estate environment in the city, property buying & renting cycle. Awareness of government policies and bylaws, processes & transaction procedures. Awareness about new projects coming up in the city and prevailing prices in various localities of the city. Analytics driven skills and ability to understand and act according to the key parameters such as conversion rate, leads to meetings, meetings to site visits ratio. Polished, well-groomed & pleasing personality. Excellent communication and selling skills. Apply Now",Droom,2 months ago
Relationship Manager / Senior Relationship Manager - Home Loan (2),"What does this role hold for you…??            Proactively reach out to potential clients and explain the entire process of home loan while setting correct expectations. Regularly and proactively communicate with clients and does timely follow-ups. Install trust and confidence for PropTiger in Clients. Build and maintain great relationship with clients. Keep track of all the potential leads and maintain proper MIS. Adhere to company policies and processes. Apply if you have… A graduation degree. 1+ years of experience in selling banking and investment products (preferably home loan, mortgage and related products). Sound knowledge of Home Loan and Mortgages. A mindset which is self-organized, proactive and highly motivated team player. Good analytical skills and excellent client communication. Good command over written and spoken English with good listening skills. A positive attitude and punctual. Apply Now",Eternal Heart Care Center,just now
Relationship Manager /  Senior Relationship Manager - Home Loan (5),"What does this role hold for you…?? Converting prospects into customers by show-casing appropriate primary residential properties to the prospects, which matching the investment need of the prospects. Using leads generated by Marketing Team for the above as well as generate self-leads to convert them into customers, through local activities (procuring relevant databases, doing on-ground activities in corporates, clubs etc). Taking prospects for site visits in residential projects, answering all relevant queries in the process, liaising with Developer or with PropTiger’s Developer Relations Team for any clarification required for that. To be compliant with operations process. Ensuring that prospects and customers are satisfied with their interaction with PropTiger at all touch-points. Providing after sales services and assist in Home Loans for the customers. Apply if you have… Graduation / MBA degree. Positive attitude for doing 2-3 meetings each day, for meeting new people and someone who enjoys doing sales. Experience in direct sales will be an added advantage. Good communication skills. Ability to understand requirements of prospects and decent aptitude to understand and pitch property solutions to prospects. High levels of passion and ownership. Apply Now",Droom,1 months ago
Executive - Voice Operations (2),"What does this role hold for you…?? • Call and connect with builder and brokers to identify current market price, available inventory, sales and other real estate information. • Update information in the real estate database on regular basis. • Maintain data on a real-time basis for analysis and reporting Apply if you have… • Graduate degree or Three years Diploma in any stream. • 0 - 2 years of experience. • Strong relationship building quality. • Good communication skills with fluency in English. • High level of patience and willingness to learnApply Now",BlackBuck,2 hours ago
Manager - Learning & Development (1),What does this role hold for you..?? Real Estate business in India and PropTiger are going through very exciting times and yet it's just a dawn for us. L&D team at Proptiger.com has seasoned Real Estate and Non – Real Estate Trainers who believe in not only imparting classroom training but also helping trainees achieve their goals.  We in the L&D department lead from the front. We not only train people on Selling skills and soft skills but we also demonstrate that in real life with real customer Constantly work with the regional sales team and other non-sales departments understanding their training needs. Taking care of all training needs of the new joiners and ensuring that they become productive in a span of 45 days from the date of training completion. Train new joiners of other non-sales departments on job related skills. Conduct refresher/ update training sessions for the sales team. Help trainees on the field in closing deals. Apply if you have… A minimum of 5 – 10 years of training Delivery experience. Conducted sales training for feet on street profiles. Gone through a formal TTT on facilitation skills. Sound knowledge of Adult learning principles. Good presentation skills. Understanding of ADDIE methodology. Apply Now,SoftTech Engineers,2 hours ago
Service Relationship Manager - Operations (1),"What does this role hold for you…??  To take complete control of real estate transaction after the booking is done.  Responsible for Property Transaction closure which primarily covers below.  Help Buyer in Documentation along with Sales and ensure process compliance.  Coordinate with Internal as well as External Stakeholders to make sure smooth booking to possession experience for customer.  Ensuring help is extended for Builder Buyer Agreement / Property registration.  Ensuring service fee collection from clients upon property registration in Resale transaction.  Pro-actively report the problematic transactions where the delay is expected and take corrective actions to help in transaction closure.  Ensuring timely and accurate reporting to management.  To identify, facilitate and implement process improvement ideas to improve efficiency.  Enforcing adherence to Compliance Practices, SLAs and TATs for service process.  Effective relationship building within the Sales Team & Effective liaison with internal as well as external stakeholder including clients.  Multitasking, setting priorities and meeting deadlines. Apply if you have…  3 to 4+ years of experience in Post-Sale Service & collections, preferably in BFSI/Banking.  Excellent interpersonal skills and the ability to adjust and interact with all levels of personnel.  Ability to persuade others to adhere to standards & enforce policies to reduce/mitigate compliance risk.  Proficiency in MS Office (Excel, Word & PowerPoint).  Excellent communication and Strong interpersonal skills.  Go-getter and self-starter attitude.Apply Now",ShopClues.com,6 days ago
Senior Analyst- Lead Delivery (1),"What does this role hold for you…?? Understand the current business - Marketing, Sales, Product and Supply On-boarding – and enable business outcomes using appropriate Process Improvements and Technology platforms. Work to improve Sales and Marketing Effectiveness using data-backed interventions. Leveraging Digital, Digital Marketing and Analytics to enable business outcomes. Effectively manage projects within schedule in coordination with implementation partners. Facilitate Ideation, Collaboration and Knowledge Management to enhance business value. Adhere to all policies and procedures with regards to budget expenditure, displaying budget control for individual products and courses reporting any variances promptly. Actively partake in the running of the department providing ideas and best practice synonymous with a high-performance team. Apply if you have… MBA/Engineering Degree from top B-schools/Engineering Institution with 2-3 years of experience. Experience in using data analysis tools like SQL/Python/R is a must. Experience in a consulting firm/program manager at a B2B/B2C tech startup will be a plus. Result orientation skills and a strong work ethic of delivering on-time and in scope. Strong interpersonal, consultative and management skills. Good communication and interpersonal skills to manage multiple stakeholders both within and outside the organization. Business focus, customer & service aligned orientation and confidence in advising, developing and articulating solutions. A flexible, collaborative, proactive and customer-focused mindset with the ability to influence and engage direct and indirect reports and peers and build effective relationships. Apply Now",Milaap.org,1 week ago
UI/UX Designer,"​We are looking for a talented UI/UX Designer to create amazing user experiences.  The ideal candidate should have an eye for clean and artful design, possess superior UI/UX skills and be able to translate high-level requirements into interaction flows and artifacts, and transform them into beautiful, intuitive, and functional user interfaces.",Droom,2 hours ago
Full Stack Developer,"Looking for a Full Stack Developer to handle the design of the overall architecture of the web application, building reusable code and libraries for future use, etc. in Hyderabad.",Nirmal Lifestyles,1 week ago
Project Manager,Looking for a seasoned Project Manager to handle day-to-day operations for design-build projects in Hyderabad and Bangalore,Nirmal Lifestyles,2 week ago
Sr. BIM Coordinator,Looking for an experienced BIM Coordinator with expertise in MEP design and modeling.,AxisRooms,1 months ago
Manager – Field Sales,"Field sales personnel with experience in real estate industry required, to push our design and build services in Bangalore & Hyderabad",Proptiger,1 week ago
Frontend Developer,"Milaap is India’s (and arguably Asia’s) largest crowdfunding platform for personal and social causes.Our mission is to make it easier for people to raise money online for the needs and causes that matter to them, their loved ones, their neighbourhood and larger community.Our community of donors and fundraisers come from 130+ countries across the world and have raised over INR 200 Crores for nearly 100,000 unique campaigns and projects across India. Over the  last six years, Milaap has become the preferred platform for people to raise and contribute towards causes they care about in India.Our work at the intersection of consumer internet and social good, has received the backing of investors globally such as Government of Singapore, Khosla Impact, Jungle Ventures, Unitus, Toivo Annus (co-founder of Skype) to name a few, and recognition from: The Economic Times - Top 5 Social Enterprises of 2014, 2015 and Forbes 30 Under 30, among others.Responsibilities :Part of the core team responsible for powering the various apps and moving parts of the productDesign new and re-design existing user-facing featuresDesign, build and own key technology decisions and implementationsWear multiple hats - that of an architect, developer or product ownerCollaborate with other team members to find optimal solutions and engineering workarounds based on resource/time constraintsCommunicate development status and features to the rest of the team membersManage interactions with designers, testers and other developersDefine and enforce front end coding standards, accessibility and other technical standardsRequired Skills :1 - 3  years of overall software development experience1+ years of development experience with frontend technologies (HTML, CSS, Javascript)1+ years of development experience with ReactStrong understanding of JavaScript, and experience with frameworks like reactStrong understanding HTML5 and CSS3Knows the basics of HTTP(S), DOM, browser page renderingUnderstand responsive design & write code that works well on all devices (phones, tablets, desktop) Exceptional debugging skills and demonstrate complete know how of using browser-based developer toolsProficient understanding of cross-browser compatibility issues and ways to work around themGood understanding of asynchronous request handling, partial page updates, and AJAXUnderstanding of SEO principles and ensuring that application adheres to themExperience with support of high-availability, high-performance, customer-facing web applicationsExperience with collaborative code development in small agile teams and managing releases (Git, Gerrit, Continuous Integration)Be proficient in using Git from command terminalOutstanding understanding of software design and architectureIt will be good if you also have :Written test cases using one of these: Jest, Enzyme, Karma, Mocha, ChaiExperience with server-side languages (eg. Ruby on Rails)Experience in using web page performance test tools like webpagetest, pagespeed, lighthouse, etcWorked in a web startup before and been part of the core development during high growth phasePractical experience with building scalable, high availability and high performance systemsHands-on background with agile development practices including test driven development and scrumContributed to open source projectsFamiliarity with a variety of programming languages and development toolsInterested candidates can send in their resume to fdcareers@milaap.org with the subject line 'Frontend Developer’",AxisRooms,2 days ago
Head of Lending,"About MilaapMilaap, India's leading catalytic debt funder for next generation of financial inclusion, is looking for a Head of its Lending business vertical. Till date, Milaap has disbursed over Rs 180 Cr+ in loan capital to 150,000+ borrowers across 22 states in India for programs such as access to education, clean water, solar lighting and small businesses, impacting 600,000 lives. These include launching India’s first skill development loan program, Mizoram’s first formal microfinance program, largest solar lighting portfolio in India across 8 states, working capital finance for artisans in Kashmir to name a few.  We are backed by reputed investors like Khosla Impact, Jungle Ventures, Unitus, Toivo Annus (co-founder of Skype), and partners like Kiva (India partner), DBS Bank, National Skills Development Corporation (NSDC). Economic Times nominated  us among Top 5 social enterprises in India consecutively for 2014 and 2015.  Milaap is poised to take its initial success to a new level with a target to disburse Rs. 500 Crores by 2020Head of Lending Operations is responsible for managing Milaap’s existing lending business, and looking for new growth opportunities. The Head will take charge of an existing team of seventeen people, including ten Milaap fellows placed with our partner offices. Our Lending operations include managing portfolio for 55 sourcing partners (MFIs), maintaining investor (debt) relationships (foreign and domestic) including identifying new investors, and overseeing operations of the entire division.Roles and responsibilities:Independent charge of lending businessComplete P&L responsibility of the lending businessManage month-on-month business, business forecast, cash flow forecast, and everything else required for a lending operationsEnsure a healthy balance and alignment of capital supply and demand. ""Connect the dots"" between lender’s objectives for investing (geography, cause, community etc) with eligible on-ground partners and their programs. Communicate and present the requirements of high-impact loan programs to the CEO. Relationship ManagementIndependently steward relationships with our institutional lenders, both foreign and domestic. Pursue new opportunities and build a pipeline of institutional lenders who’d be aligned with supporting Milaap’s loan programs.Portfolio ManagementManage portfolio of Field Partners by tracking financial health and operational concerns of our partners in the region to minimise portfolio and reputation risk.Maintain high quality portfolio through effective monitoring including desk reviews of monthly/quarterly financials and portfolio reports as well as annual onsite visits of current partners.New partner selection & on-boardingImplement portfolio strategy: build, maintain, and document a pipeline of potential partners to expand our work in new geographies and loan programs for institutional lenders.Due DiligencePerform a desk review and onsite due diligence of new potential field partners. Conduct financial analysis of these  partners including spreading financials, reviewing key ratios, and identifying problems and red flagsCreate and present investment memos to the Investment committee for on-boarding new partners. Team Management and operationsOversee operations; Head of Biz Ops will report to the concerned personProvide guidance and training where necessary for the teams to address specific issues.Forecast and build capacity as needed.Required Experience:We need someone who understands the Microfinance industry thoroughly, ideally a hands on experience in lending to MFIs or Micro & Small businesses. This role will report to the CEO of Milaap. Other requirements:5 years of professional experience in financial services, banking, or consulting - 1+ years’ experience in microfinance, impact investing, fund management is strongly preferred. Bachelors’ degree required; MBA preferred - at least one of those should cover finance. Strong leadership, interpersonal, and articulation skills: disciplined, detail oriented, and accountableExperience in reading and analyzing financial statements, financial modeling, budgeting etc.Tech savvy; ability to quickly learn new software/systemsWillingness and enthusiasm to travel and work in tier 3 and tier 4 towns upto 30% of the time. Role is based out of BangaloreExcellent written and spoken communication skills in English. Ability to communicate with native efficiency in Hindi; knowing any other Indian language is a huge positiveBeliefs And Values, which we cherish:We believe that businesses can be a driving force for social good. We believe in ambition, in the discipline to strive relentlessly towards that ambitionWe are empathetic to the needs of people, who we meet in our daily lives, and willing to go the extra mile for themWe want to build things that will outlast us as individualsWe hope everyone seeks Ikigai, and believe Milaap can pave the path for one to achieve it Interested candidates should apply here  https://www.shortlist.net/webportal/#/job-details/1101?source=25",Nirmal Lifestyles,1 months ago
Visual Designer,"Milaap - India’s largest crowdfunding platform. Milaap is a preferred platform for receiving financial aid during medical emergencies & multiple other social causes. Backed by a vast donor community (from 130+ countries), Milaap hascrowdfunded over Rs. 440 Cr. until now. With a poised aim to converge aiding hearts of millions, we are set to revolutionise online crowdfunding countrywide.Role: Visual designerAs a visual designer, you will put to purpose your visual skills (typography, iconography, visual hierarchy, colour, space...) to transform concepts into design deliverables and enhance the experience of different slabs of users at MilaapResponsibilities• Interact with teams(product & marketing) to gather & analyse design suitable requirements• Analyse & build thoughtful conceptual ideas that are channel/medium adequate• Reinforce brand with attributes & visual touch-points• Design elegant & concrete visuals (mobile, desktop, digital & print)• Story tell (backing) design thought to peers & teamWe want somebody who• Has hands-on experience in Sketch/PS/Illustrator or any industry std designing tool• Has a good knowledge of typography, iconography, colour, space, digital & print processes• Has a deep understanding of composition, balance, symmetry & whitespace• Is a storyteller• Is able to deliver user centred designs at a dynamic pace• Has adequate understanding of UI elements/layout/controls/models along with HTML & CSS• Takes challenges positively & works in an outcome-driven modeQualification and Experience (Good to have) -• Bachelor’s degree in design, HCI, graphic arts or related stream (or) equivalent practical experience(1 to 3 years)Are you the interested one?Quickly send your resume along with your work sample to xdcareers@milaap.org now with the subject line ""Visual Designer"" along with the following:LinkedIn Profile/CVYour past work",Droom,1 week ago
